Event	ID	Name			Wwise Object Path	Notes
	177596184	DolphinMovement			\Default Work Unit\SFX Events\Enemy\Dolphin\DolphinMovement	
	922371940	Play_PlatypusDeath			\Default Work Unit\SFX Events\Enemy\Platypus\Play_PlatypusDeath	
	1109759313	OtterDeath			\Default Work Unit\SFX Events\Enemy\Otter\OtterDeath	
	1123532588	OtterWeapon_Fire			\Default Work Unit\SFX Events\Enemy\Otter\OtterWeapon_Fire	
	1166130081	WhaleWeaponBubble_Fire			\Default Work Unit\SFX Events\Enemy\Whale\WhaleWeaponBubble_Fire	
	1384682229	Play_PlatypusMovement			\Default Work Unit\SFX Events\Enemy\Platypus\Play_PlatypusMovement	
	2205501422	WhaleDeath			\Default Work Unit\SFX Events\Enemy\Whale\WhaleDeath	
	2230862155	PorpoiseWeapon_Fire			\Default Work Unit\SFX Events\Enemy\Porpoise\PorpoiseWeapon_Fire	
	2309630522	DolphinWeapon_Fire			\Default Work Unit\SFX Events\Enemy\Dolphin\DolphinWeapon_Fire	
	2395666464	WhaleShockwave_Jump			\Default Work Unit\SFX Events\Enemy\Whale\WhaleShockwave_Jump	
	2624668811	PorpoiseMovement			\Default Work Unit\SFX Events\Enemy\Porpoise\PorpoiseMovement	
	3220201466	Play_PlatypusWeapon			\Default Work Unit\SFX Events\Enemy\Platypus\Play_PlatypusWeapon	
	3615308082	OtterMovement			\Default Work Unit\SFX Events\Enemy\Otter\OtterMovement	
	3864760795	WhaleShockwave_Land			\Default Work Unit\SFX Events\Enemy\Whale\WhaleShockwave_Land	
	4073565546	PorpoiseDeath			\Default Work Unit\SFX Events\Enemy\Porpoise\PorpoiseDeath	
	4147878575	DolphinDeath			\Default Work Unit\SFX Events\Enemy\Dolphin\DolphinDeath	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	2498134	dth_sfx_otter_slingshot-002	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_otter_slingshot-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Otter\OtterWeapon\dth_sfx_otter_slingshot-002		47276
	12056754	dth_sfx_dolphin_fs-008	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_dolphin_fs-008_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Dolphin\DolphinMovement\dth_sfx_dolphin_fs-008		85396
	15483456	dth_dia_otter_death-003	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_dia_otter_death-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Otter\OtterDeath\dth_dia_otter_death-003		96586
	19836032	dth_sfx_platypus_explosion	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_platypus_explosion_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Platypus\PlatypusWeapon\Explosion\dth_sfx_platypus_explosion		181336
	33978949	dth_sfx_porpoise_fire	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_porpoise_fire_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Porpoise\PorpoiseWeapon\Fire\dth_sfx_porpoise_fire		27006
	44275443	dth_sfx_otter_fs-002	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_otter_fs-002_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Otter\OtterMovement\dth_sfx_otter_fs-002		42712
	50901154	dth_dia_platypus_death-001	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_dia_platypus_death-001_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Platypus\PlatypusDeath\dth_dia_platypus_death-001		35220
	68478102	dth_sfx_otter_slingshot-004	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_otter_slingshot-004_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Otter\OtterWeapon\dth_sfx_otter_slingshot-004		47376
	76238840	dth_sfx_platypus_fs-009	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_sfx_platypus_fs-009_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Platypus\PlatypusMovement\dth_sfx_platypus_fs-009		34492
	85787168	dth_dia_porpoise_death-003	C:\Users\aidan\Documents\GitHub\Doom_the_hedge\doom_the_hedge\doom_the_hedge_WwiseProject\.cache\Windows\SFX\dth_dia_porpoise_death-003_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Enemies\Porpoise\PorpoiseDeath\dth_dia_porpoise_death-003		81032
